"var","ind","year","value"
"PKPY","D22",2004,176988.330718496
"IKPY","D22",2004,110243.538315989
"GKPY","D22",2004,9113.95279354646
"CNPY","D22",2004,80185.870884391
"EMPN","D22",2004,806000
"INTI","D22",2005,133400
"PROD","D22",2005,197000
"VALU","D22",2005,63500
"EMPE","D22",2005,799000
"FTEE","D22",2005,788000
"FTEN","D22",2005,791000
"LABR","D22",2005,40336
"WAGE","D22",2005,32444000
"CAPN","D22",2005,86700
"GFCF","D22",2005,9600
"VKPY","D22",2005,62259.7455135593
"PKPY","D22",2005,183783.72187646
"IKPY","D22",2005,121419.874978782
"GKPY","D22",2005,9506.54004012536
"CNPY","D22",2005,83353.6865908334
"EMPN","D22",2005,802000
"INTI","D22",2006,144100
"PROD","D22",2006,208500
"VALU","D22",2006,64400
"EMPE","D22",2006,795000
"FTEE","D22",2006,786000
"FTEN","D22",2006,789000
"LABR","D22",2006,40986
"WAGE","D22",2006,33219000
"CAPN","D22",2006,90400
"GFCF","D22",2006,10600
"VKPY","D22",2006,58504.9468016089
"PKPY","D22",2006,196037.306317044
"IKPY","D22",2006,137555.43434862
"GKPY","D22",2006,10156.9656744875
"CNPY","D22",2006,87256.8864917872
"EMPN","D22",2006,798000
"INTI","D22",2007,141600
"PROD","D22",2007,205300
"VALU","D22",2007,63700
"EMPE","D22",2007,757000
"FTEE","D22",2007,747000
"FTEN","D22",2007,752000
"LABR","D22",2007,40616
"WAGE","D22",2007,32710000
"CAPN","D22",2007,93700
"GFCF","D22",2007,10700
"VKPY","D22",2007,65559.1909305355
"PKPY","D22",2007,204768.089741286
"IKPY","D22",2007,139267.605877269
"GKPY","D22",2007,10043.0277058743
"CNPY","D22",2007,90704.7685861834
"EMPN","D22",2007,762000
"INTI","D22",2008,141100
"PROD","D22",2008,197400
"VALU","D22",2008,56300
"EMPE","D22",2008,727000
"FTEE","D22",2008,716000
"FTEN","D22",2008,721000
"LABR","D22",2008,39983
"WAGE","D22",2008,32121000
"CAPN","D22",2008,96900
"GFCF","D22",2008,10100
"VKPY","D22",2008,55433.545743016
"PKPY","D22",2008,184800.201992484
"IKPY","D22",2008,129301.491683062
"GKPY","D22",2008,10666.6405223632
"CNPY","D22",2008,93205.9130282785
"EMPN","D22",2008,732000
"INTI","D22",2009,104600
"PROD","D22",2009,166200
"VALU","D22",2009,61500
"EMPE","D22",2009,627000
"FTEE","D22",2009,615000
"FTEN","D22",2009,620000
"LABR","D22",2009,34498
"WAGE","D22",2009,28132000
"CAPN","D22",2009,93200
"GFCF","D22",2009,8200
"VKPY","D22",2009,55937.524839043
"PKPY","D22",2009,167156.393689719
"IKPY","D22",2009,110549.614134054
"GKPY","D22",2009,6622.08234985576
"CNPY","D22",2009,94598.4204309158
"EMPN","D22",2009,632000
"INTI","D22",2010,121800
"PROD","D22",2010,185100
"VALU","D22",2010,63300
"EMPE","D22",2010,624000
"FTEE","D22",2010,615000
"FTEN","D22",2010,617000
"LABR","D22",2010,36094
"WAGE","D22",2010,29397000
"CAPN","D22",2010,93100
"GFCF","D22",2010,9100
"VKPY","D22",2010,65294.55
"PKPY","D22",2010,180099.306
"IKPY","D22",2010,114637.416
"GKPY","D22",2010,9904.61599999999
"CNPY","D22",2010,91958.576
"EMPN","D22",2010,626000
"INTI","D22",2011,134600
"PROD","D22",2011,199100
"VALU","D22",2011,64600
"EMPE","D22",2011,634000
"FTEE","D22",2011,622000
"FTEN","D22",2011,624000
"LABR","D22",2011,37740
"WAGE","D22",2011,30369000
"CAPN","D22",2011,95400
"GFCF","D22",2011,10300
"VKPY","D22",2011,62426.5470471885
"PKPY","D22",2011,187400.874837352
"IKPY","D22",2011,124940.687616336
"GKPY","D22",2011,10020.4871344836
"CNPY","D22",2011,92885.8099890542
"EMPN","D22",2011,636000
"INTI","D22",2012,138800
"PROD","D22",2012,209800
"VALU","D22",2012,71100
"EMPE","D22",2012,646000
"FTEE","D22",2012,631000
"FTEN","D22",2012,636000
"LABR","D22",2012,39066
"WAGE","D22",2012,31574000
"CAPN","D22",2012,96700
"GFCF","D22",2012,10700
"VKPY","D22",2012,67568.8668162934
"PKPY","D22",2012,204575.204630389
"IKPY","D22",2012,137085.54197577
"GKPY","D22",2012,10506.455347879
"CNPY","D22",2012,95344.7608212025
"EMPN","D22",2012,651000
"INTI","D22",2013,143900
"PROD","D22",2013,217300
"VALU","D22",2013,73400
"EMPE","D22",2013,658000
"FTEE","D22",2013,644000
"FTEN","D22",2013,646000
"LABR","D22",2013,40033
"WAGE","D22",2013,32559000
"CAPN","D22",2013,98900
"GFCF","D22",2013,11600
"VKPY","D22",2013,71529.7798515298
"PKPY","D22",2013,213142.595828861
"IKPY","D22",2013,141716.6692868
"GKPY","D22",2013,11771.0094934843
"CNPY","D22",2013,97386.0526101805
"EMPN","D22",2013,660000
"INTI","D23",1997,44900
"PROD","D23",1997,84900
"VALU","D23",1997,40000
"CAPN","D23",1997,53200
"GFCF","D23",1997,5500
"INTI","D23",1998,49900
"PROD","D23",1998,90900
"VALU","D23",1998,40900
"EMPE","D23",1998,539000
"FTEE","D23",1998,532000
"FTEN","D23",1998,548000
"LABR","D23",1998,23369
"WAGE","D23",1998,19301000
"CAPN","D23",1998,55400
"GFCF","D23",1998,5800
"VKPY","D23",1998,39834.3829675957
"PKPY","D23",1998,89660.0525624179
"IKPY","D23",1998,49847.1677339443
"GKPY","D23",1998,6190.46761040039
"CNPY","D23",1998,54198.168552881
"EMPN","D23",1998,555000
"INTI","D23",1999,51200
"PROD","D23",1999,94500
"VALU","D23",1999,43300
"EMPE","D23",1999,548000
"FTEE","D23",1999,538000
"FTEN","D23",1999,554000
"LABR","D23",1999,24557
"WAGE","D23",1999,20175000
"CAPN","D23",1999,57400
"GFCF","D23",1999,6000
"VKPY","D23",1999,41399.700941669
"PKPY","D23",1999,92192.4578139667
"IKPY","D23",1999,50691.8035775488
"GKPY","D23",1999,6067.04205353787
"CNPY","D23",1999,56410.3058600623
"EMPN","D23",1999,564000
"INTI","D23",2000,53100
"PROD","D23",2000,95800
"VALU","D23",2000,42700
"EMPE","D23",2000,559000
"FTEE","D23",2000,549000
"FTEN","D23",2000,565000
"LABR","D23",2000,26049
"WAGE","D23",2000,21431000
"CAPN","D23",2000,60200
"GFCF","D23",2000,7000
"VKPY","D23",2000,42864.4164528868
"PKPY","D23",2000,94470.8460981052
"IKPY","D23",2000,51600.2383191323
"GKPY","D23",2000,6511.73405904624
"CNPY","D23",2000,59102.5773938085
"EMPN","D23",2000,575000
"INTI","D23",2001,51900
"PROD","D23",2001,93400
"VALU","D23",2001,41500
"EMPE","D23",2001,545000
"FTEE","D23",2001,534000
"FTEN","D23",2001,551000
"LABR","D23",2001,26171
"WAGE","D23",2001,21203000
"CAPN","D23",2001,62100
"GFCF","D23",2001,6600
"VKPY","D23",2001,41790.8346436059
"PKPY","D23",2001,92855.2799666997
"IKPY","D23",2001,51067.496687987
"GKPY","D23",2001,6619.80172524784
"CNPY","D23",2001,61335.1892688489
"EMPN","D23",2001,562000
"INTI","D23",2002,52300
"PROD","D23",2002,94300
"VALU","D23",2002,42000
"EMPE","D23",2002,519000
"FTEE","D23",2002,510000
"FTEN","D23",2002,526000
"LABR","D23",2002,25873
"WAGE","D23",2002,20920000
"CAPN","D23",2002,63200
"GFCF","D23",2002,5800
"VKPY","D23",2002,40971.8782307309
"PKPY","D23",2002,93456.0171781867
"IKPY","D23",2002,52490.7860824742
"GKPY","D23",2002,6536.2455266843
"CNPY","D23",2002,62452.7366020525
"EMPN","D23",2002,535000
"INTI","D23",2003,53400
"PROD","D23",2003,95600
"VALU","D23",2003,42200
"EMPE","D23",2003,498000
"FTEE","D23",2003,490000
"FTEN","D23",2003,502000
"LABR","D23",2003,25902
"WAGE","D23",2003,20773000
"CAPN","D23",2003,63900
"GFCF","D23",2003,5300
"VKPY","D23",2003,43157.7369293355
"PKPY","D23",2003,95054.338592233
"IKPY","D23",2003,51916.25500692
"GKPY","D23",2003,5217.98007305673
"CNPY","D23",2003,63063.3212253554
"EMPN","D23",2003,510000
"INTI","D23",2004,56000
"PROD","D23",2004,101500
"VALU","D23",2004,45600
"EMPE","D23",2004,499000
"FTEE","D23",2004,492000
"FTEN","D23",2004,504000
"LABR","D23",2004,26682
"WAGE","D23",2004,21547000
"CAPN","D23",2004,67300
"GFCF","D23",2004,5700
"VKPY","D23",2004,45136.3866304005
"PKPY","D23",2004,98271.1320907082
"IKPY","D23",2004,53169.1602918286
"GKPY","D23",2004,5314.42344774393
"CNPY","D23",2004,64002.1883679825
"EMPN","D23",2004,511000
"INTI","D23",2005,63200
"PROD","D23",2005,112300
"VALU","D23",2005,49100
"EMPE","D23",2005,506000
"FTEE","D23",2005,494000
"FTEN","D23",2005,510000
"LABR","D23",2005,28176
"WAGE","D23",2005,22596000
"CAPN","D23",2005,71300
"GFCF","D23",2005,6500
"VKPY","D23",2005,46117.6064157927
"PKPY","D23",2005,104851.124458125
"IKPY","D23",2005,58830.8476510117
"GKPY","D23",2005,6370.12837166099
"CNPY","D23",2005,67935.5325630252
"EMPN","D23",2005,522000
"INTI","D23",2006,74200
"PROD","D23",2006,124900
"VALU","D23",2006,50600
"EMPE","D23",2006,513000
"FTEE","D23",2006,505000
"FTEN","D23",2006,522000
"LABR","D23",2006,29254
"WAGE","D23",2006,23701000
"CAPN","D23",2006,75800
"GFCF","D23",2006,7900
"VKPY","D23",2006,45749.2626028493
"PKPY","D23",2006,115650.071899672
"IKPY","D23",2006,69986.3917176789
"GKPY","D23",2006,7721.50398690943
"CNPY","D23",2006,72929.3072768707
"EMPN","D23",2006,530000
"INTI","D23",2007,76400
"PROD","D23",2007,126700
"VALU","D23",2007,50300
"EMPE","D23",2007,501000
"FTEE","D23",2007,496000
"FTEN","D23",2007,510000
"LABR","D23",2007,29683
"WAGE","D23",2007,23819000
"CAPN","D23",2007,81400
"GFCF","D23",2007,9500
"VKPY","D23",2007,50502.4636848346
"PKPY","D23",2007,124218.32023147
"IKPY","D23",2007,73621.6046159137
"GKPY","D23",2007,9103.14739402553
"CNPY","D23",2007,78510.5854824762
"EMPN","D23",2007,515000
"INTI","D23",2008,69700
"PROD","D23",2008,113500
"VALU","D23",2008,43800
"EMPE","D23",2008,464000
"FTEE","D23",2008,456000
"FTEN","D23",2008,469000
"LABR","D23",2008,27777
"WAGE","D23",2008,22238000
"CAPN","D23",2008,86200
"GFCF","D23",2008,8000
"VKPY","D23",2008,46048.7020085707
"PKPY","D23",2008,111184.492534493
"IKPY","D23",2008,65247.3202480134
"GKPY","D23",2008,7223.32038309923
"CNPY","D23",2008,82074.0025537767
"EMPN","D23",2008,477000
"INTI","D23",2009,51600
"PROD","D23",2009,88900
"VALU","D23",2009,37300
"EMPE","D23",2009,390000
"FTEE","D23",2009,377000
"FTEN","D23",2009,391000
"LABR","D23",2009,22712
"WAGE","D23",2009,18488000
"CAPN","D23",2009,82500
"GFCF","D23",2009,5100
"VKPY","D23",2009,34868.4472395813
"PKPY","D23",2009,87303.6629078658
"IKPY","D23",2009,52384.3523355004
"GKPY","D23",2009,4991.04730888968
"CNPY","D23",2009,83972.2170808451
"EMPN","D23",2009,404000
"INTI","D23",2010,54600
"PROD","D23",2010,90800
"VALU","D23",2010,36200
"EMPE","D23",2010,368000
"FTEE","D23",2010,357000
"FTEN","D23",2010,371000
"LABR","D23",2010,22321
"WAGE","D23",2010,18077000
"CAPN","D23",2010,81600
"GFCF","D23",2010,5300
"VKPY","D23",2010,37319.396
"PKPY","D23",2010,91231.847
"IKPY","D23",2010,53892.588
"GKPY","D23",2010,5503.614
"CNPY","D23",2010,80659.425
"EMPN","D23",2010,382000
"INTI","D23",2011,56300
"PROD","D23",2011,92400
"VALU","D23",2011,36100
"EMPE","D23",2011,364000
"FTEE","D23",2011,357000
"FTEN","D23",2011,374000
"LABR","D23",2011,22696
"WAGE","D23",2011,18291000
"CAPN","D23",2011,82900
"GFCF","D23",2011,6100
"VKPY","D23",2011,37366.8432415144
"PKPY","D23",2011,91315.8336825078
"IKPY","D23",2011,53985.2187317484
"GKPY","D23",2011,5701.35292918435
"CNPY","D23",2011,80480.7740694903
"EMPN","D23",2011,381000
"INTI","D23",2012,57500
"PROD","D23",2012,96300
"VALU","D23",2012,38800
"EMPE","D23",2012,366000
"FTEE","D23",2012,357000
"FTEN","D23",2012,381000
"LABR","D23",2012,23482
"WAGE","D23",2012,18958000
"CAPN","D23",2012,83000
"GFCF","D23",2012,6000
"VKPY","D23",2012,37253.4998111874
"PKPY","D23",2012,93988.2564967153
"IKPY","D23",2012,56727.9731182275
"GKPY","D23",2012,5638.63514980273
"CNPY","D23",2012,81553.6960219024
"EMPN","D23",2012,390000
"INTI","D23",2013,60700
"PROD","D23",2013,101000
"VALU","D23",2013,40300
"EMPE","D23",2013,373000
"FTEE","D23",2013,365000
"FTEN","D23",2013,380000
"LABR","D23",2013,24198
"WAGE","D23",2013,19608000
"CAPN","D23",2013,83800
"GFCF","D23",2013,6500
"VKPY","D23",2013,38219.3306248065
"PKPY","D23",2013,98221.7803391122
"IKPY","D23",2013,60031.49867374
"GKPY","D23",2013,6622.16465062532
"CNPY","D23",2013,82204.6657249478
"EMPN","D23",2013,388000
"INTI","D24",1997,118800
"PROD","D24",1997,167000
"VALU","D24",1997,48200
"CAPN","D24",1997,126900
"GFCF","D24",1997,7600
"INTI","D24",1998,116300
"PROD","D24",1998,165300
"VALU","D24",1998,49000
"EMPE","D24",1998,640000
"FTEE","D24",1998,636000
"FTEN","D24",1998,638000
"LABR","D24",1998,33266
"WAGE","D24",1998,27304000
"CAPN","D24",1998,128500
"GFCF","D24",1998,7700
"VKPY","D24",1998,51785.3567324361
"PKPY","D24",1998,173197.531871948
"IKPY","D24",1998,121425.51711464
"GKPY","D24",1998,7923.68503557217
"CNPY","D24",1998,125935.37025915
"EMPN","D24",1998,642000
"INTI","D24",1999,109400
"PROD","D24",1999,155500
"VALU","D24",1999,46200
"EMPE","D24",1999,623000
"FTEE","D24",1999,617000
"FTEN","D24",1999,619000
"LABR","D24",1999,33678
"WAGE","D24",1999,27463000
"CAPN","D24",1999,128800
"GFCF","D24",1999,6700
"VKPY","D24",1999,52063.8324873096
"PKPY","D24",1999,164078.218934022
"IKPY","D24",1999,112185.262505993
"GKPY","D24",1999,6918.0842451019
"CNPY","D24",1999,126525.648321275
"EMPN","D24",1999,625000
"INTI","D24",2000,107700
"PROD","D24",2000,154700
"VALU","D24",2000,47000
"EMPE","D24",2000,616000
"FTEE","D24",2000,611000
"FTEN","D24",2000,613000
"LABR","D24",2000,34422
"WAGE","D24",2000,27989000
"CAPN","D24",2000,129600
"GFCF","D24",2000,7000
"VKPY","D24",2000,46066.3874149022
"PKPY","D24",2000,148179.306690887
"IKPY","D24",2000,102246.385696041
"GKPY","D24",2000,6600.72732421925
"CNPY","D24",2000,127130.449141347
"EMPN","D24",2000,618000
"INTI","D24",2001,95400
"PROD","D24",2001,136000
"VALU","D24",2001,40500
"EMPE","D24",2001,568000
"FTEE","D24",2001,558000
"FTEN","D24",2001,562000
"LABR","D24",2001,31666
"WAGE","D24",2001,25804000
"CAPN","D24",2001,129300
"GFCF","D24",2001,6300
"VKPY","D24",2001,44333.9094276987
"PKPY","D24",2001,141739.581678581
"IKPY","D24",2001,97440.9630455818
"GKPY","D24",2001,6565.26113601024
"CNPY","D24",2001,127399.347553325
"EMPN","D24",2001,572000
"INTI","D24",2002,96600
"PROD","D24",2002,138500
"VALU","D24",2002,41900
"EMPE","D24",2002,507000
"FTEE","D24",2002,499000
"FTEN","D24",2002,502000
"LABR","D24",2002,29306
"WAGE","D24",2002,23520000
"CAPN","D24",2002,128200
"GFCF","D24",2002,5700
"VKPY","D24",2002,41940.3804116137
"PKPY","D24",2002,139154.095112285
"IKPY","D24",2002,97110.3725293296
"GKPY","D24",2002,6169.13399648917
"CNPY","D24",2002,126704.660199682
"EMPN","D24",2002,510000
"INTI","D24",2003,97300
"PROD","D24",2003,136800
"VALU","D24",2003,39500
"EMPE","D24",2003,476000
"FTEE","D24",2003,467000
"FTEN","D24",2003,485000
"LABR","D24",2003,28556
"WAGE","D24",2003,22998000
"CAPN","D24",2003,126100
"GFCF","D24",2003,4500
"VKPY","D24",2003,40142.8203556101
"PKPY","D24",2003,133333.448990954
"IKPY","D24",2003,93184.0619811843
"GKPY","D24",2003,4346.34427419011
"CNPY","D24",2003,124736.639490569
"EMPN","D24",2003,494000
"INTI","D24",2004,125700
"PROD","D24",2004,181200
"VALU","D24",2004,55400
"EMPE","D24",2004,468000
"FTEE","D24",2004,459000
"FTEN","D24",2004,479000
"LABR","D24",2004,30027
"WAGE","D24",2004,24088000
"CAPN","D24",2004,130200
"GFCF","D24",2004,5500
"VKPY","D24",2004,43369.7591925545
"PKPY","D24",2004,150520.590749837
"IKPY","D24",2004,107172.057967641
"GKPY","D24",2004,5485.81024349286
"CNPY","D24",2004,123761.68873023
"EMPN","D24",2004,488000
"INTI","D24",2005,145200
"PROD","D24",2005,201800
"VALU","D24",2005,56600
"EMPE","D24",2005,466000
"FTEE","D24",2005,460000
"FTEN","D24",2005,464000
"LABR","D24",2005,30685
"WAGE","D24",2005,24488000
"CAPN","D24",2005,134900
"GFCF","D24",2005,6200
"VKPY","D24",2005,50939.7875068694
"PKPY","D24",2005,181688.640380279
"IKPY","D24",2005,130652.016576462
"GKPY","D24",2005,6103.06722174605
"CNPY","D24",2005,128313.596362718
"EMPN","D24",2005,470000
"INTI","D24",2006,169500
"PROD","D24",2006,232500
"VALU","D24",2006,63000
"EMPE","D24",2006,467000
"FTEE","D24",2006,458000
"FTEN","D24",2006,462000
"LABR","D24",2006,31982
"WAGE","D24",2006,25731000
"CAPN","D24",2006,139000
"GFCF","D24",2006,7000
"VKPY","D24",2006,51750.7973449003
"PKPY","D24",2006,199011.233342957
"IKPY","D24",2006,147398.625958634
"GKPY","D24",2006,6993.34344827586
"CNPY","D24",2006,133674.654760562
"EMPN","D24",2006,471000
"INTI","D24",2007,190800
"PROD","D24",2007,255500
"VALU","D24",2007,64700
"EMPE","D24",2007,455000
"FTEE","D24",2007,446000
"FTEN","D24",2007,448000
"LABR","D24",2007,32497
"WAGE","D24",2007,25996000
"CAPN","D24",2007,145700
"GFCF","D24",2007,10000
"VKPY","D24",2007,61276.6222961731
"PKPY","D24",2007,239934.941875246
"IKPY","D24",2007,178613.985448666
"GKPY","D24",2007,8312.74074617557
"CNPY","D24",2007,140409.342506854
"EMPN","D24",2007,457000
"INTI","D24",2008,212200
"PROD","D24",2008,279600
"VALU","D24",2008,67300
"EMPE","D24",2008,446000
"FTEE","D24",2008,436000
"FTEN","D24",2008,437000
"LABR","D24",2008,33007
"WAGE","D24",2008,26192000
"CAPN","D24",2008,156900
"GFCF","D24",2008,12500
"VKPY","D24",2008,66535.4703378612
"PKPY","D24",2008,258526.907687484
"IKPY","D24",2008,192031.870302858
"GKPY","D24",2008,13982.2680794538
"CNPY","D24",2008,148899.47559789
"EMPN","D24",2008,447000
"INTI","D24",2009,125900
"PROD","D24",2009,166000
"VALU","D24",2009,40100
"EMPE","D24",2009,364000
"FTEE","D24",2009,353000
"FTEN","D24",2009,356000
"LABR","D24",2009,25598
"WAGE","D24",2009,20214000
"CAPN","D24",2009,153900
"GFCF","D24",2009,9900
"VKPY","D24",2009,66638.9416983523
"PKPY","D24",2009,206278.357740972
"IKPY","D24",2009,143138.524634396
"GKPY","D24",2009,9205.66185026439
"CNPY","D24",2009,157247.517012598
"EMPN","D24",2009,367000
"INTI","D24",2010,185700
"PROD","D24",2010,234100
"VALU","D24",2010,48400
"EMPE","D24",2010,362000
"FTEE","D24",2010,353000
"FTEN","D24",2010,356000
"LABR","D24",2010,26681
"WAGE","D24",2010,21530000
"CAPN","D24",2010,155200
"GFCF","D24",2010,8900
"VKPY","D24",2010,38364.472
"PKPY","D24",2010,203325.1
"IKPY","D24",2010,165420.01
"GKPY","D24",2010,9089.091
"CNPY","D24",2010,153196.677
"EMPN","D24",2010,365000
"INTI","D24",2011,221800
"PROD","D24",2011,279900
"VALU","D24",2011,58100
"EMPE","D24",2011,392000
"FTEE","D24",2011,382000
"FTEN","D24",2011,384000
"LABR","D24",2011,29689
"WAGE","D24",2011,24082000
"CAPN","D24",2011,159900
"GFCF","D24",2011,10000
"VKPY","D24",2011,50650.7274855757
"PKPY","D24",2011,250758.493693105
"IKPY","D24",2011,200130.299109521
"GKPY","D24",2011,9489.30061322964
"CNPY","D24",2011,155401.12715108
"EMPN","D24",2011,394000
"INTI","D24",2012,234600
"PROD","D24",2012,297700
"VALU","D24",2012,63000
"EMPE","D24",2012,405000
"FTEE","D24",2012,397000
"FTEN","D24",2012,4e+05
"LABR","D24",2012,31251
"WAGE","D24",2012,25321000
"CAPN","D24",2012,162000
"GFCF","D24",2012,10100
"VKPY","D24",2012,71829.8468852688
"PKPY","D24",2012,311847.184091585
"IKPY","D24",2012,240414.90960452
"GKPY","D24",2012,9480.42661000327
"CNPY","D24",2012,159832.62099687
"EMPN","D24",2012,408000
"INTI","D24",2013,235800
"PROD","D24",2013,299400
"VALU","D24",2013,63600
"EMPE","D24",2013,401000
"FTEE","D24",2013,394000
"FTEN","D24",2013,397000
"LABR","D24",2013,31206
"WAGE","D24",2013,25326000
"CAPN","D24",2013,165300
"GFCF","D24",2013,10600
"VKPY","D24",2013,72058.5307922864
"PKPY","D24",2013,315660.652227452
"IKPY","D24",2013,243763.346016523
"GKPY","D24",2013,10604.3361134458
"CNPY","D24",2013,162352.845528455
"EMPN","D24",2013,404000
"INTI","D25",1997,131100
"PROD","D25",1997,241600
"VALU","D25",1997,110500
"CAPN","D25",1997,110100
"GFCF","D25",1997,12300
"INTI","D25",1998,140300
"PROD","D25",1998,252300
"VALU","D25",1998,112000
"EMPE","D25",1998,1752000
"FTEE","D25",1998,1724000
"FTEN","D25",1998,1750000
"LABR","D25",1998,74259
"WAGE","D25",1998,61338000
"CAPN","D25",1998,115100
"GFCF","D25",1998,12800
"VKPY","D25",1998,107803.690905639
"PKPY","D25",1998,249778.942181899
"IKPY","D25",1998,142114.924303667
"GKPY","D25",1998,13723.0059558566
"CNPY","D25",1998,113043.678471464
"EMPN","D25",1998,1778000
"INTI","D25",1999,139000
"PROD","D25",1999,255300
"VALU","D25",1999,116400
"EMPE","D25",1999,1742000
"FTEE","D25",1999,1718000
"FTEN","D25",1999,1743000
"LABR","D25",1999,76190
"WAGE","D25",1999,62470000
"CAPN","D25",1999,118800
"GFCF","D25",1999,12000
"VKPY","D25",1999,112827.388644113
"PKPY","D25",1999,254242.539379946
"IKPY","D25",1999,141414.058236301
"GKPY","D25",1999,12652.5327099543
"CNPY","D25",1999,116920.868988601
"EMPN","D25",1999,1767000
"INTI","D25",2000,145100
"PROD","D25",2000,266800
"VALU","D25",2000,121700
"EMPE","D25",2000,1760000
"FTEE","D25",2000,1735000
"FTEN","D25",2000,1761000
"LABR","D25",2000,80195
"WAGE","D25",2000,65539000
"CAPN","D25",2000,123000
"GFCF","D25",2000,12700
"VKPY","D25",2000,123631.657277975
"PKPY","D25",2000,264182.91447862
"IKPY","D25",2000,140736.63810861
"GKPY","D25",2000,12618.1540937778
"CNPY","D25",2000,120884.016164128
"EMPN","D25",2000,1786000
"INTI","D25",2001,139300
"PROD","D25",2001,250800
"VALU","D25",2001,111500
"EMPE","D25",2001,1679000
"FTEE","D25",2001,1647000
"FTEN","D25",2001,1673000
"LABR","D25",2001,77112
"WAGE","D25",2001,63468000
"CAPN","D25",2001,124800
"GFCF","D25",2001,11300
"VKPY","D25",2001,108520.725203891
"PKPY","D25",2001,249448.949197419
"IKPY","D25",2001,141034.669711439
"GKPY","D25",2001,11825.2875106579
"CNPY","D25",2001,123596.193598974
"EMPN","D25",2001,1705000
"INTI","D25",2002,139100
"PROD","D25",2002,245700
"VALU","D25",2002,106600
"EMPE","D25",2002,1549000
"FTEE","D25",2002,1524000
"FTEN","D25",2002,1547000
"LABR","D25",2002,74062
"WAGE","D25",2002,60394000
"CAPN","D25",2002,125800
"GFCF","D25",2002,10600
"VKPY","D25",2002,106403.782451903
"PKPY","D25",2002,244972.308470291
"IKPY","D25",2002,138564.530845529
"GKPY","D25",2002,10677.527182534
"CNPY","D25",2002,124687.44109689
"EMPN","D25",2002,1572000
"INTI","D25",2003,134100
